Node_ID,Users,Traffic_Load_Mbps,CQI,SNR_dB,Latency_Req_ms,Available_Channels,Power_mW,Edge_CPU%,Action_Channel,Action_Power,Action_Routing,Offloading,Throughput_Mbps,Latency_ms,Energy_mJ,Reward_Score
525,39,35.81,8,29.46,30,1,244,45,Ch9,94,Path_A,0,16.2,49.86,227.97,0.051
526,40,36.64,3,29.14,50,5,142,42,Ch4,90,Path_A,1,7.2,53.56,140.35,-0.137
527,22,68.6,5,14.88,20,3,79,49,Ch6,87,Path_A,0,8.39,48.11,88.55,-0.067
528,43,99.44,3,23.21,20,7,152,29,Ch1,166,Path_B,0,3.05,58.66,137.1,-0.252
529,36,67.87,12,13.65,30,6,131,91,Ch9,68,Path_D,0,12.03,42.18,157.52,0.018
530,28,57.99,10,21.78,10,8,124,83,Ch5,63,Path_C,0,13.78,44.46,143.6,0.051
531,27,74.41,3,25.14,5,5,220,41,Ch3,176,Path_A,0,11.47,53.95,204.29,-0.065
532,36,49.19,3,28.67,50,2,290,34,Ch4,198,Path_A,0,6.1,56.38,238.03,-0.208
533,41,10.71,13,15.01,5,9,109,75,Ch1,192,Path_D,0,11.06,45.14,127.01,-0.007
534,16,58.42,12,24.58,50,8,279,93,Ch9,52,Path_D,1,18.67,32.79,267.12,0.172
535,17,95.97,7,11.65,20,6,89,39,Ch8,86,Path_D,1,9.73,38.56,99.48,0.003
536,27,21.65,15,29.76,5,7,242,66,Ch4,166,Path_C,0,23.31,35.47,234.33,0.274
537,29,70.55,7,5.64,30,9,206,72,Ch2,291,Path_B,1,2.75,43.09,200.96,-0.208
538,39,24.09,7,20.09,10,7,123,72,Ch9,223,Path_B,0,6.64,51.32,142.08,-0.139
539,45,55.9,10,21.49,30,3,269,20,Ch4,65,Path_A,1,11.3,47.29,234.12,-0.048
540,34,14.18,8,22.2,10,6,170,21,Ch9,191,Path_B,0,10.58,48.76,146.87,-0.041
541,21,47.79,5,8.01,5,7,272,77,Ch10,58,Path_C,0,2.06,45.75,268.46,-0.259
542,24,76.84,5,28.46,5,2,196,38,Ch3,288,Path_B,1,11.59,43.89,175.64,-0.006
543,29,38.02,14,9.53,10,3,52,81,Ch7,56,Path_C,0,7.21,34.8,81.03,-0.029
544,26,68.17,4,20.57,20,4,85,97,Ch7,191,Path_A,1,7.26,46.31,120.83,-0.095
545,17,80.57,7,10.57,50,6,92,91,Ch10,183,Path_D,0,9.69,41.62,117.33,-0.018
546,23,93.08,10,12.68,30,1,192,31,Ch4,262,Path_C,0,10.1,40.59,169.53,-0.022
547,40,27.29,4,18.66,30,9,274,45,Ch2,64,Path_D,0,3.47,53.72,248.75,-0.258
548,16,42.94,15,15.43,30,5,218,46,Ch9,229,Path_A,0,18.12,32.88,197.5,0.183
549,45,19.48,2,9.01,5,7,284,48,Ch4,121,Path_C,1,1.0,55.5,242.72,-0.319
550,23,99.29,4,9.27,30,9,164,34,Ch8,211,Path_C,0,3.43,51.35,150.04,-0.214
551,16,93.07,13,15.45,50,9,158,65,Ch2,153,Path_B,1,14.57,30.14,155.42,0.131
552,13,56.3,13,23.93,50,1,139,20,Ch8,178,Path_C,1,21.32,27.31,125.53,0.305
553,11,84.99,8,27.45,10,1,257,79,Ch10,145,Path_A,0,14.77,42.07,248.58,0.048
554,32,54.49,9,7.1,5,3,213,76,Ch5,171,Path_D,0,2.65,48.98,215.76,-0.243
555,18,64.24,3,14.83,50,6,274,22,Ch7,290,Path_C,1,2.94,46.51,234.74,-0.231
556,35,13.47,7,7.51,20,2,133,37,Ch7,164,Path_A,1,1.84,44.36,130.35,-0.21
557,23,76.75,14,5.41,5,1,126,71,Ch9,246,Path_A,0,11.73,33.76,132.95,0.059
558,20,17.13,12,21.54,5,1,210,79,Ch3,271,Path_C,1,15.36,31.64,211.52,0.123
559,9,83.48,14,20.06,50,5,54,53,Ch10,263,Path_B,1,18.41,27.38,79.54,0.256
560,39,79.29,9,9.08,20,4,278,79,Ch4,197,Path_C,1,5.68,44.81,258.46,-0.17
561,16,72.33,11,10.85,10,1,127,45,Ch10,129,Path_C,0,13.16,38.69,133.1,0.068
562,29,8.44,4,5.59,50,4,140,91,Ch4,56,Path_B,1,1.0,48.9,154.75,-0.258
563,25,33.8,10,25.87,20,3,136,38,Ch10,184,Path_A,1,17.3,38.56,123.54,0.164
564,40,30.0,15,29.37,5,2,63,41,Ch5,99,Path_C,1,16.53,35.26,72.38,0.18
565,27,39.21,3,8.39,20,9,153,52,Ch6,291,Path_B,1,3.95,47.61,151.98,-0.185
566,20,13.33,5,10.79,5,1,245,57,Ch3,179,Path_D,0,9.69,48.76,229.06,-0.089
567,43,94.01,1,26.71,50,7,280,54,Ch4,96,Path_D,0,6.6,60.13,246.19,-0.217
568,49,57.61,3,28.16,50,4,293,86,Ch3,63,Path_B,1,2.51,55.23,279.57,-0.297
569,46,34.02,15,15.49,30,5,132,29,Ch2,80,Path_A,1,9.43,36.8,116.67,-0.001
570,43,42.71,8,6.27,30,5,224,34,Ch10,99,Path_B,1,2.16,48.42,188.76,-0.242
571,18,47.48,11,5.98,30,1,103,30,Ch9,238,Path_A,0,7.35,36.94,92.76,-0.04
572,35,62.06,8,19.35,50,6,181,43,Ch1,90,Path_D,0,11.62,49.22,162.55,-0.026
573,9,53.99,15,14.82,10,9,271,96,Ch2,63,Path_C,1,18.79,27.42,267.41,0.2
574,39,92.34,13,5.72,50,2,260,23,Ch8,182,Path_B,1,4.05,38.34,225.26,-0.165
575,27,52.21,4,19.58,20,7,144,32,Ch7,252,Path_D,0,7.65,53.35,123.83,-0.12
576,33,99.26,2,5.28,50,6,272,92,Ch1,281,Path_C,1,1.0,52.78,265.36,-0.314
577,47,85.89,13,24.68,50,5,58,76,Ch5,54,Path_D,1,12.97,41.55,78.52,0.069
578,15,24.81,8,12.66,5,4,102,56,Ch10,241,Path_B,0,8.62,40.87,112.75,-0.037
579,22,93.41,8,6.01,5,4,126,67,Ch6,206,Path_B,0,7.35,42.52,131.19,-0.079
580,16,16.05,10,19.71,5,6,255,90,Ch5,252,Path_C,0,18.89,39.79,243.74,0.152
581,13,82.66,4,14.94,50,4,296,20,Ch4,54,Path_B,0,5.21,44.66,250.8,-0.178
582,14,41.16,3,29.35,10,5,109,79,Ch1,162,Path_D,0,10.43,51.55,123.77,-0.05
583,48,88.41,2,18.6,20,6,95,31,Ch7,167,Path_C,1,1.0,58.23,89.92,-0.279
584,21,87.47,9,11.88,20,5,103,40,Ch9,145,Path_C,0,5.9,42.15,91.3,-0.096
585,42,81.56,1,22.74,10,7,123,30,Ch6,85,Path_D,0,3.86,60.54,118.13,-0.236
586,11,80.05,7,11.79,10,9,161,63,Ch3,128,Path_A,0,10.79,42.69,164.4,-0.014
587,17,33.94,5,27.61,20,7,144,77,Ch10,68,Path_C,0,17.39,47.68,153.73,0.113
588,44,12.69,8,14.37,30,7,214,63,Ch4,241,Path_A,0,5.19,51.39,195.06,-0.19
589,46,43.28,4,18.75,5,4,72,97,Ch10,71,Path_D,0,2.99,58.64,112.15,-0.245
590,13,21.48,7,6.26,5,1,76,53,Ch5,211,Path_D,1,2.17,38.14,83.97,-0.158
591,31,71.02,13,15.65,20,8,119,44,Ch1,105,Path_C,0,12.08,41.21,114.93,0.038
592,6,37.88,5,25.81,10,4,267,23,Ch5,66,Path_B,1,15.85,39.97,236.66,0.086
593,9,97.68,15,25.14,30,1,243,83,Ch1,253,Path_C,1,24.05,24.29,232.38,0.343
594,33,65.89,14,10.61,20,5,158,35,Ch9,266,Path_B,0,8.49,40.9,147.61,-0.052
595,41,83.14,5,10.65,5,8,238,29,Ch7,233,Path_A,0,1.0,52.76,207.71,-0.294
596,42,17.59,14,25.43,50,4,126,85,Ch3,66,Path_B,1,12.56,36.46,145.25,0.061
597,23,86.89,9,28.26,10,8,228,54,Ch9,251,Path_C,1,12.15,39.85,210.81,0.013
598,12,92.66,9,7.38,50,8,99,25,Ch2,269,Path_B,1,6.27,34.02,93.58,-0.05
599,49,51.27,13,16.25,20,3,173,38,Ch7,298,Path_D,0,5.58,45.66,158.76,-0.142
600,5,62.59,9,13.44,5,9,68,78,Ch9,259,Path_A,1,13.59,33.82,93.14,0.114
601,26,77.66,12,26.77,30,3,50,72,Ch6,292,Path_D,0,16.75,38.51,83.56,0.165
602,21,21.61,6,7.09,50,1,89,27,Ch10,195,Path_D,0,3.07,47.19,78.14,-0.178
603,11,52.74,6,10.28,30,2,209,97,Ch5,222,Path_D,1,5.77,39.07,220.81,-0.129
604,29,42.87,5,23.81,5,6,71,29,Ch7,273,Path_D,0,3.64,50.37,75.41,-0.179
605,49,18.91,9,6.28,50,2,161,86,Ch6,127,Path_B,0,3.56,54.65,175.29,-0.235
606,8,39.92,10,17.31,30,6,270,57,Ch5,105,Path_D,1,13.05,31.26,250.08,0.06
607,40,11.48,8,16.05,30,1,243,48,Ch2,129,Path_B,1,5.6,46.51,217.94,-0.166
608,10,7.45,7,13.36,50,1,89,34,Ch8,99,Path_D,0,7.37,41.91,78.86,-0.058
609,35,17.84,7,14.86,5,5,87,42,Ch7,107,Path_C,1,7.97,43.37,90.24,-0.055
610,23,96.5,6,18.25,30,9,97,65,Ch6,67,Path_D,0,9.61,48.05,105.14,-0.045
611,48,57.21,5,9.03,20,8,232,47,Ch5,257,Path_C,1,1.0,52.87,205.44,-0.294
612,43,96.75,13,19.3,50,3,124,45,Ch5,258,Path_B,1,10.67,39.78,115.49,0.013
613,31,46.09,4,25.14,10,3,258,29,Ch9,184,Path_A,1,12.93,50.64,218.51,-0.022
614,14,34.62,3,24.0,10,1,232,66,Ch1,125,Path_B,1,11.45,49.12,215.62,-0.047
615,30,53.08,3,8.85,5,3,228,23,Ch9,275,Path_A,0,1.0,54.88,182.01,-0.295
616,23,46.75,6,8.73,20,1,156,74,Ch6,59,Path_A,1,2.68,41.91,165.3,-0.192
617,43,15.04,15,11.7,30,8,237,85,Ch4,118,Path_D,0,5.46,41.08,243.2,-0.153
618,7,65.88,4,14.03,10,1,57,86,Ch10,134,Path_A,0,8.49,45.7,91.63,-0.055
619,49,25.52,12,15.21,5,5,135,26,Ch7,180,Path_B,1,8.06,43.09,119.99,-0.062
620,17,63.86,12,21.99,20,9,117,74,Ch9,132,Path_D,1,19.39,30.15,130.33,0.247
621,32,66.77,6,6.42,20,7,124,99,Ch5,158,Path_A,1,1.0,49.15,146.6,-0.257
622,24,19.44,3,5.87,5,4,249,50,Ch5,93,Path_B,1,1.0,48.98,224.65,-0.282
623,32,10.83,15,14.8,5,9,186,93,Ch8,276,Path_A,1,11.84,29.57,195.11,0.059
624,12,79.17,4,22.43,30,9,139,38,Ch7,247,Path_A,0,12.01,46.54,125.99,0.008
625,45,48.68,15,9.84,5,2,179,47,Ch8,191,Path_D,1,7.63,37.22,175.11,-0.063
626,43,10.53,9,21.04,30,6,129,47,Ch10,181,Path_D,0,8.88,51.16,119.26,-0.081
627,5,99.51,5,11.5,30,4,144,38,Ch2,286,Path_B,0,9.57,42.09,137.79,-0.03
628,7,10.49,13,27.15,50,8,119,39,Ch9,292,Path_D,0,20.77,33.67,114.19,0.267
629,17,71.03,7,27.39,20,7,294,32,Ch3,67,Path_D,0,17.76,41.68,260.7,0.113
630,32,98.45,10,12.43,20,7,262,96,Ch6,142,Path_C,1,8.68,39.47,259.3,-0.079
631,29,27.72,2,10.75,20,9,139,62,Ch6,276,Path_C,1,1.0,52.37,140.4,-0.269
632,37,18.51,14,15.28,50,5,108,30,Ch2,229,Path_B,0,14.64,39.27,100.16,0.109
633,42,16.53,14,11.01,30,6,196,67,Ch7,87,Path_D,0,11.42,39.34,190.5,0.006
634,10,33.81,5,21.81,30,1,77,34,Ch9,257,Path_B,1,14.77,40.72,72.89,0.115
635,48,14.6,9,25.65,5,6,121,36,Ch10,197,Path_C,0,4.39,49.99,110.97,-0.173
636,49,70.76,11,21.83,50,2,63,73,Ch1,265,Path_C,1,13.07,44.14,77.98,0.059
637,36,10.92,3,25.61,5,6,73,69,Ch8,276,Path_C,0,9.59,54.97,88.29,-0.072
638,49,53.4,14,14.92,50,9,161,47,Ch2,221,Path_B,1,12.87,37.54,152.77,0.06
639,25,99.69,9,8.91,5,8,93,23,Ch1,100,Path_D,0,9.13,40.97,87.4,-0.017
640,20,82.33,14,23.45,10,9,278,41,Ch8,68,Path_A,0,22.08,35.25,233.0,0.248
641,25,63.45,11,14.01,20,8,105,58,Ch2,169,Path_D,0,12.56,40.76,112.31,0.052
642,15,34.09,15,21.78,20,3,267,53,Ch6,117,Path_B,1,22.59,25.22,242.92,0.303
643,41,64.27,6,11.77,30,8,272,63,Ch6,274,Path_C,1,6.47,48.59,248.29,-0.167
644,40,55.07,4,7.03,10,6,169,61,Ch5,115,Path_A,1,1.0,52.54,162.53,-0.278
645,39,45.48,7,29.81,20,6,228,59,Ch8,190,Path_B,0,9.56,50.88,209.84,-0.095
646,23,17.42,8,8.91,30,6,81,31,Ch3,239,Path_C,0,5.64,45.3,77.6,-0.112
647,24,89.23,6,29.71,10,3,227,21,Ch10,299,Path_B,0,15.63,48.61,188.92,0.058
648,22,47.73,5,29.43,20,1,218,47,Ch4,238,Path_A,0,14.46,47.29,198.77,0.034
649,45,23.49,6,24.85,5,4,243,93,Ch7,286,Path_C,0,5.73,57.58,252.44,-0.227
650,18,39.94,5,21.49,50,6,74,86,Ch7,207,Path_D,0,7.88,47.19,98.48,-0.078
651,19,44.34,8,19.45,10,2,165,90,Ch8,147,Path_B,1,10.84,39.68,175.41,-0.003
652,35,83.62,1,26.65,30,7,285,91,Ch2,207,Path_A,1,8.74,55.15,273.24,-0.155
653,5,74.69,11,12.24,10,7,238,95,Ch2,228,Path_D,1,17.08,29.79,234.46,0.162
654,7,78.08,7,16.69,30,4,115,29,Ch4,295,Path_A,0,14.38,42.51,111.99,0.084
655,20,6.05,15,20.48,10,4,91,76,Ch10,137,Path_B,1,20.35,28.87,98.95,0.285
656,27,44.53,10,15.28,30,1,242,56,Ch9,225,Path_A,0,10.08,40.97,218.94,-0.041
657,15,50.73,10,15.69,20,2,213,96,Ch10,285,Path_C,0,9.36,39.0,222.49,-0.049
658,16,6.82,11,13.26,5,9,298,83,Ch9,82,Path_A,1,11.32,32.38,278.43,0.006
659,14,29.68,2,19.11,20,8,125,98,Ch4,154,Path_B,0,7.84,50.51,144.9,-0.11
660,36,77.23,15,26.26,5,8,186,59,Ch9,290,Path_C,0,16.94,36.34,180.5,0.147
661,20,18.03,14,10.04,20,9,213,79,Ch3,123,Path_A,0,12.33,36.69,214.43,0.031
662,12,55.85,9,28.36,20,7,282,67,Ch5,131,Path_A,0,19.86,42.5,260.15,0.156
663,42,25.44,1,22.23,10,9,269,38,Ch10,68,Path_C,0,5.22,62.57,230.19,-0.254
664,16,6.15,11,25.58,50,2,87,91,Ch9,120,Path_D,1,17.83,35.21,117.38,0.193
665,28,27.91,10,18.9,30,6,210,52,Ch6,106,Path_D,1,8.04,37.88,191.99,-0.063
666,32,97.71,6,24.49,30,3,219,63,Ch3,196,Path_C,0,9.68,49.65,210.43,-0.087
667,12,81.15,9,5.41,30,6,110,56,Ch10,265,Path_A,0,7.59,38.93,123.42,-0.054
668,32,96.16,1,25.46,5,3,223,55,Ch9,128,Path_D,1,9.58,54.07,192.87,-0.104
669,40,51.35,4,6.0,30,8,263,40,Ch6,218,Path_C,1,1.0,51.34,230.96,-0.296
670,30,15.42,4,27.25,30,4,138,21,Ch4,91,Path_B,1,11.85,47.88,112.22,0.003
671,12,57.06,15,29.8,10,6,238,50,Ch4,264,Path_A,0,25.08,33.04,227.61,0.327
672,32,48.17,9,12.35,20,9,67,49,Ch8,229,Path_B,1,7.06,41.71,75.76,-0.063
673,32,85.21,11,10.26,30,2,119,95,Ch7,165,Path_A,1,9.39,36.84,146.43,-0.012
674,41,14.32,5,24.13,50,2,131,63,Ch1,53,Path_D,0,6.54,53.78,136.12,-0.151
675,45,51.38,5,11.33,30,7,165,31,Ch6,279,Path_B,0,1.0,57.02,143.48,-0.292
676,40,19.25,6,26.64,5,2,129,70,Ch8,53,Path_B,1,10.1,49.56,133.59,-0.051
677,31,35.84,1,7.57,5,2,64,68,Ch3,54,Path_C,0,1.0,58.63,93.13,-0.282
678,21,75.05,1,8.15,5,4,225,43,Ch9,90,Path_D,1,1.69,52.65,206.28,-0.278
679,13,50.22,15,29.48,30,9,249,43,Ch10,157,Path_D,1,22.71,28.85,230.42,0.293
680,37,40.71,9,21.85,10,8,62,79,Ch2,136,Path_A,0,11.18,48.26,89.38,-0.006
681,24,42.48,3,26.17,50,2,168,30,Ch6,153,Path_C,0,10.48,51.44,150.84,-0.057
682,17,48.65,4,13.11,30,8,92,32,Ch1,166,Path_C,1,6.78,42.14,88.26,-0.075
683,32,79.58,1,21.91,10,4,237,91,Ch2,150,Path_A,0,4.44,57.52,233.66,-0.249
684,33,89.75,9,19.86,10,2,106,93,Ch5,238,Path_B,0,9.85,47.53,126.09,-0.045
685,17,95.76,15,20.08,30,7,248,91,Ch1,124,Path_A,0,18.83,35.34,244.32,0.172
686,39,79.76,8,22.06,30,6,66,83,Ch8,232,Path_A,0,10.03,50.33,90.35,-0.041
687,10,34.96,2,19.38,10,5,227,39,Ch1,124,Path_A,0,9.28,51.75,203.31,-0.104
688,22,70.37,8,15.73,10,1,81,91,Ch9,62,Path_C,0,13.28,44.23,111.15,0.052
689,9,46.57,15,11.9,10,2,199,92,Ch10,191,Path_A,0,14.17,31.13,206.64,0.1
690,29,29.19,7,24.21,30,8,104,90,Ch3,237,Path_A,1,11.78,44.44,136.58,0.009
691,6,84.88,11,10.66,10,1,292,97,Ch2,249,Path_A,0,9.78,32.33,281.91,-0.029
692,14,8.65,6,22.31,5,3,234,47,Ch1,74,Path_D,1,13.9,39.58,214.48,0.052
693,34,90.67,1,10.83,30,2,62,21,Ch9,259,Path_B,0,1.0,60.12,70.36,-0.282
694,49,48.84,15,20.63,5,5,96,62,Ch4,164,Path_B,1,11.96,37.61,114.33,0.052
695,9,65.53,7,23.68,20,4,136,27,Ch1,221,Path_B,0,14.9,40.41,128.07,0.1
696,37,67.64,10,10.47,30,7,111,32,Ch1,285,Path_B,1,6.4,37.45,103.27,-0.067
697,5,90.04,7,6.5,20,5,231,54,Ch7,131,Path_C,0,6.74,40.45,212.95,-0.111
698,22,65.48,13,8.27,10,8,78,42,Ch2,59,Path_C,1,8.94,31.99,76.81,0.024
699,36,63.32,14,20.15,10,4,71,65,Ch7,248,Path_A,0,16.95,38.47,91.79,0.167
700,15,11.33,9,26.24,50,6,114,34,Ch7,99,Path_C,0,17.89,41.21,109.57,0.169
701,25,54.25,1,6.12,10,4,78,21,Ch10,221,Path_B,1,1.0,51.76,73.02,-0.244
702,30,19.27,2,23.35,20,2,97,80,Ch9,191,Path_D,1,6.77,52.01,122.74,-0.133
703,29,75.06,11,13.53,10,1,54,95,Ch7,64,Path_A,0,13.06,38.67,84.66,0.082
704,26,53.66,9,16.96,30,1,299,83,Ch1,65,Path_A,1,10.01,37.33,288.87,-0.049
705,31,69.62,13,28.22,10,8,212,71,Ch8,51,Path_B,1,16.93,34.34,209.61,0.146
706,17,8.96,9,13.3,50,4,296,55,Ch8,207,Path_B,0,9.08,42.46,263.95,-0.086
707,37,13.06,13,16.63,10,5,251,86,Ch4,79,Path_B,1,10.22,37.33,243.06,-0.029
708,38,73.05,6,5.34,20,8,260,88,Ch8,131,Path_C,0,1.0,53.11,254.4,-0.312
709,45,11.85,6,7.04,20,7,150,86,Ch4,80,Path_A,1,1.0,48.92,170.6,-0.264
710,39,11.77,4,11.46,10,8,120,66,Ch8,285,Path_B,0,1.0,55.21,129.51,-0.279
711,5,6.15,4,5.7,20,8,223,21,Ch5,289,Path_D,1,3.39,39.41,189.62,-0.173
712,25,95.87,5,20.78,20,6,212,63,Ch4,126,Path_A,0,10.57,51.15,201.19,-0.071
713,10,75.06,3,15.66,50,2,222,83,Ch6,197,Path_A,0,7.47,47.12,228.01,-0.131
714,32,38.56,1,18.7,30,6,190,97,Ch2,226,Path_C,1,3.34,54.38,198.66,-0.247
715,21,33.17,15,9.37,50,1,187,47,Ch2,163,Path_A,1,15.03,29.11,172.95,0.14
716,9,38.22,1,12.4,5,1,115,73,Ch2,84,Path_B,0,7.79,51.13,135.82,-0.111
717,35,78.59,12,21.6,50,3,247,93,Ch9,72,Path_B,0,12.84,41.51,244.84,0.009
718,9,67.83,15,29.13,10,3,121,86,Ch10,155,Path_D,1,23.5,23.17,145.49,0.366
719,42,22.59,13,6.26,30,5,277,55,Ch3,146,Path_A,1,3.4,37.13,244.54,-0.181
720,7,21.54,7,27.26,10,1,74,82,Ch10,279,Path_A,1,19.22,36.1,99.17,0.226
721,27,14.35,1,19.42,5,6,221,44,Ch4,276,Path_C,1,4.7,48.05,206.22,-0.189
722,41,67.73,1,19.1,30,7,109,67,Ch10,164,Path_B,1,1.38,55.5,117.32,-0.268
723,41,77.62,3,17.51,20,3,224,58,Ch8,149,Path_D,1,1.33,54.19,207.44,-0.293
724,14,30.18,10,6.73,50,4,89,66,Ch4,238,Path_B,0,7.03,40.05,105.48,-0.066
725,14,6.99,15,7.25,10,3,56,40,Ch10,261,Path_A,1,13.47,25.96,59.85,0.159
726,23,12.81,4,20.02,5,1,223,49,Ch10,104,Path_A,1,5.98,45.97,200.83,-0.149
727,21,96.95,4,13.52,20,8,200,50,Ch7,244,Path_D,1,7.75,44.47,185.56,-0.098
728,25,33.07,2,27.93,50,2,260,45,Ch5,57,Path_A,1,9.5,49.72,230.73,-0.099
729,18,78.08,1,15.16,20,1,95,41,Ch9,217,Path_D,0,4.48,56.21,102.9,-0.197
730,13,64.34,3,8.58,50,8,135,40,Ch4,108,Path_D,0,1.42,50.85,135.71,-0.251
731,5,41.28,11,22.87,30,7,190,20,Ch3,177,Path_B,0,19.21,35.78,157.72,0.208
732,49,24.54,4,12.33,20,7,70,56,Ch2,81,Path_D,0,1.0,57.96,84.56,-0.276
733,17,16.53,3,18.14,20,4,50,96,Ch1,142,Path_A,1,7.97,46.72,91.37,-0.071
734,8,63.43,8,22.45,20,9,172,65,Ch6,56,Path_C,0,18.97,37.87,177.68,0.186
735,5,78.59,14,27.51,30,6,196,28,Ch10,51,Path_C,1,24.31,25.12,174.39,0.365
736,44,66.17,10,24.8,5,2,174,36,Ch2,134,Path_A,1,10.01,44.08,158.65,-0.036
737,36,55.38,1,21.91,50,1,237,66,Ch8,183,Path_C,0,3.13,60.41,225.93,-0.289
738,38,8.99,14,21.99,20,1,82,78,Ch6,269,Path_C,0,15.79,41.4,107.97,0.122
739,32,97.01,2,28.65,30,9,53,73,Ch5,289,Path_D,1,12.12,52.04,74.26,0.003
740,35,80.88,13,12.4,5,4,283,31,Ch2,155,Path_C,0,10.16,40.71,242.86,-0.046
741,12,32.82,7,5.03,50,5,52,83,Ch7,85,Path_C,0,7.09,43.91,90.4,-0.077
742,43,98.1,4,11.8,30,3,140,25,Ch2,209,Path_C,1,1.72,50.47,123.46,-0.239
743,30,62.18,8,10.45,50,4,101,72,Ch5,94,Path_B,1,8.46,40.73,117.45,-0.041
744,38,60.33,11,21.55,20,8,282,35,Ch2,91,Path_A,1,8.08,39.99,241.89,-0.089
745,7,76.07,13,20.84,5,4,276,24,Ch10,102,Path_D,1,20.75,27.86,221.23,0.257
746,16,82.12,3,19.84,30,9,77,92,Ch2,159,Path_C,1,11.09,42.56,107.7,0.012
747,5,67.37,6,5.41,5,9,119,65,Ch7,58,Path_A,0,3.83,43.18,129.21,-0.16
748,48,17.17,9,23.22,20,6,247,33,Ch9,252,Path_C,1,7.44,47.06,211.54,-0.126
749,9,37.14,1,13.09,5,2,232,63,Ch5,136,Path_B,1,3.84,46.08,211.33,-0.201
750,34,93.17,1,21.63,5,7,106,82,Ch7,163,Path_B,1,3.36,57.26,121.4,-0.233
751,34,26.34,8,18.91,10,9,157,71,Ch4,124,Path_C,0,8.09,47.18,164.92,-0.096
752,21,40.36,3,13.57,5,6,264,45,Ch2,226,Path_C,1,5.47,46.26,243.56,-0.177
753,27,46.05,5,8.36,50,3,274,72,Ch3,179,Path_C,1,4.51,45.01,262.11,-0.199
754,19,46.74,1,7.36,30,7,193,48,Ch2,244,Path_B,0,2.84,54.09,171.68,-0.247
755,41,63.23,5,25.79,10,5,73,38,Ch5,60,Path_B,1,7.02,49.31,81.67,-0.101
756,25,94.59,11,27.96,30,1,246,66,Ch6,99,Path_A,1,16.09,33.89,226.48,0.123
757,18,27.87,6,21.24,30,3,218,27,Ch7,212,Path_D,1,14.45,40.58,184.99,0.07
758,6,16.54,8,7.59,20,5,283,42,Ch3,171,Path_D,0,10.29,39.65,245.09,-0.039
759,15,23.76,13,15.05,20,7,126,54,Ch4,192,Path_B,0,15.09,36.84,131.33,0.12
760,43,89.26,14,23.22,10,3,224,72,Ch8,284,Path_D,1,15.16,40.2,220.0,0.075
761,42,66.35,3,24.5,20,6,125,77,Ch4,124,Path_C,1,6.19,55.1,138.01,-0.166
762,38,32.16,3,7.96,20,5,118,24,Ch7,80,Path_A,1,1.0,50.74,105.99,-0.25
763,42,82.51,12,5.0,20,1,150,35,Ch6,141,Path_B,0,3.03,43.56,139.82,-0.183
764,38,86.83,11,22.8,30,6,208,36,Ch7,239,Path_B,0,13.14,44.66,187.24,0.021
765,22,85.42,11,13.91,10,8,141,51,Ch1,205,Path_D,0,8.33,42.78,144.18,-0.063
766,34,92.3,10,11.36,30,1,141,71,Ch3,273,Path_C,0,5.5,44.95,141.88,-0.135
767,19,28.96,9,5.32,50,2,79,39,Ch6,202,Path_A,0,4.71,40.21,82.8,-0.111
768,31,76.73,4,18.51,30,4,67,85,Ch3,261,Path_D,0,5.51,52.55,90.76,-0.153
769,38,48.75,15,26.28,50,2,93,20,Ch7,141,Path_B,1,15.69,35.04,84.15,0.158
770,42,84.99,4,28.94,5,9,204,77,Ch9,202,Path_B,0,8.2,57.63,200.57,-0.154
771,37,74.21,12,19.14,5,8,148,63,Ch3,124,Path_D,1,8.74,37.8,149.67,-0.032
772,28,78.76,7,17.86,50,8,203,25,Ch1,260,Path_C,0,10.03,48.93,170.9,-0.063
773,19,67.34,2,7.13,50,4,170,69,Ch10,141,Path_A,1,1.2,44.29,163.06,-0.235
774,34,21.86,8,18.72,30,5,280,91,Ch6,178,Path_A,0,5.55,48.36,259.03,-0.19
775,46,56.78,6,14.5,50,4,290,39,Ch1,236,Path_A,1,1.18,51.09,250.84,-0.297
776,21,98.54,3,20.18,10,9,164,33,Ch1,246,Path_A,1,8.96,45.55,145.54,-0.062
777,9,94.05,9,14.72,5,2,109,24,Ch8,251,Path_C,1,11.67,32.95,95.82,0.074
778,33,9.1,5,11.01,5,8,195,60,Ch9,91,Path_B,0,1.51,49.6,192.61,-0.263
779,8,20.66,8,7.37,50,2,274,59,Ch2,159,Path_B,0,8.34,42.78,244.4,-0.097
780,14,17.51,7,12.87,20,1,266,53,Ch9,211,Path_A,0,9.92,42.62,246.38,-0.061
781,21,73.97,14,7.42,20,3,105,99,Ch5,277,Path_A,1,7.84,30.66,141.62,-0.016
782,14,82.69,8,9.42,50,9,80,64,Ch8,243,Path_A,1,9.41,38.11,86.25,0.003
783,21,25.28,7,29.68,10,3,150,90,Ch7,67,Path_D,1,14.64,43.07,165.46,0.069
784,24,53.06,3,16.1,20,9,108,99,Ch7,126,Path_D,0,5.61,52.47,133.9,-0.165
785,28,84.87,2,18.3,50,7,173,90,Ch4,292,Path_B,0,5.08,54.59,168.84,-0.199
786,9,74.62,7,26.84,10,1,179,46,Ch2,182,Path_B,1,16.17,37.46,158.98,0.132
787,38,56.51,3,29.89,10,5,146,97,Ch5,69,Path_A,0,7.7,58.83,169.17,-0.16
